Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date,ETF
DBG,DERICHEBOURG SA,Industrials,Equity,"9,041,366.50",0,"9,041,366.50","851,994.00",10.61,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
3397,TORIDOLL HOLDINGS CORP,Consumer Discretionary,Equity,"9,043,617.12",0,"9,043,617.12","340,600.00",26.55,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4816,TOEI ANIMATION LTD,Communication,Equity,"8,997,839.30",0,"8,997,839.30","521,300.00",17.26,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
TRST,TRUSTPILOT GROUP PLC,Communication,Equity,"9,004,161.61",0,"9,004,161.61","2,638,037.00",3.41,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
NOLA B,NOLATO CLASS B,Industrials,Equity,"8,947,752.55",0,"8,947,752.55","1,556,220.00",5.75,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
SUPR,SUPERMARKET INCOME REIT PLC,Real Estate,Equity,"8,949,500.05",0,"8,949,500.05","7,836,571.00",1.14,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
6498,KITZ CORP,Industrials,Equity,"8,908,249.08",0,"8,908,249.08","673,400.00",13.23,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ARU,ARAFURA RARE EARTHS LTD,Materials,Equity,"8,909,976.43",0,"8,909,976.43","40,131,052.00",0.22,Australia,Asx - All Markets,USD,1.4,--,IEFA
ETOR,ETORO GROUP LTD CLASS A,Financials,Equity,"8,888,755.92",0,"8,888,755.92","228,268.00",38.94,Israel,NASDAQ,USD,1,--,IEFA
ACT,ALZCHEM AG,Materials,Equity,"8,868,793.12",0,"8,868,793.12","41,648.00",212.95,Germany,Xetra,USD,0.85,--,IEFA
ASHM,ASHMORE GROUP PLC,Financials,Equity,"8,876,363.70",0,"8,876,363.70","3,050,140.00",2.91,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
CARM,CARMILA SA,Real Estate,Equity,"8,848,281.69",0,"8,848,281.69","418,991.00",21.12,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
8957,TOKYU REIT INC,Real Estate,Equity,"8,815,553.25",0,"8,815,553.25","7,050.00","1,250.43",Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4966,C UYEMURA LTD,Materials,Equity,"8,822,539.29",0,"8,822,539.29","61,400.00",143.69,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ARB,ARB CORPORATION LTD,Consumer Discretionary,Equity,"8,829,643.88",0,"8,829,643.88","616,115.00",14.33,Australia,Asx - All Markets,USD,1.4,--,IEFA
2160,GNI GROUP LTD,Health Care,Equity,"8,795,842.39",0,"8,795,842.39","405,900.00",21.67,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
VSVS,VESUVIUS,Industrials,Equity,"8,798,864.43",0,"8,798,864.43","1,493,708.00",5.89,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
6632,JVCKENWOOD CORP,Consumer Discretionary,Equity,"8,804,757.63",0,"8,804,757.63","1,111,500.00",7.92,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
CADLR,CADELER,Industrials,Equity,"8,787,628.77",0,"8,787,628.77","1,380,930.00",6.36,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
8424,FUYO GENERAL LEASE LTD,Financials,Equity,"8,790,626.48",0,"8,790,626.48","324,000.00",27.13,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4676,FUJI MEDIA HOLDINGS INC,Communication,Equity,"8,759,784.56",0,"8,759,784.56","342,000.00",25.61,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
7419,NOJIMA CORP,Consumer Discretionary,Equity,"8,755,727.11",0,"8,755,727.11","1,239,900.00",7.06,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
3186,NEXTAGE LTD,Consumer Discretionary,Equity,"8,756,609.66",0,"8,756,609.66","379,800.00",23.06,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
KIE,KIER GROUP PLC,Industrials,Equity,"8,731,636.61",0,"8,731,636.61","3,008,797.00",2.9,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
3481,MITSUBISHI ESTATE LOGISTICS REIT C,Real Estate,Equity,"8,707,399.29",0,"8,707,399.29","10,979.00",793.1,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
COPN,COSMO N NV,Health Care,Equity,"8,720,039.17",0,"8,720,039.17","68,937.00",126.49,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
863,OSL GROUP LTD,Financials,Equity,"8,721,685.09",0,"8,721,685.09","4,878,568.00",1.79,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
MTAV,MEITAV INVESTMENTS HOUSE LTD,Financials,Equity,"8,696,646.70",0,"8,696,646.70","193,266.00",45,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
ALSN,ALSO HOLDING AG,Information Technology,Equity,"8,698,797.23",0,"8,698,797.23","41,659.00",208.81,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
IHP,INTEGRAFIN HOLDINGS,Financials,Equity,"8,671,230.10",0,"8,671,230.10","1,877,660.00",4.62,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
4194,VISIONAL INC,Industrials,Equity,"8,683,424.36",0,"8,683,424.36","185,800.00",46.74,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8876,RELO GROUP INC,Real Estate,Equity,"8,637,389.52",0,"8,637,389.52","691,100.00",12.5,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
1415,COWELL E HOLDINGS INC,Information Technology,Equity,"8,623,671.16",0,"8,623,671.16","2,405,000.00",3.59,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
3591,WACOAL HOLDINGS CORP,Consumer Discretionary,Equity,"8,610,577.97",0,"8,610,577.97","271,100.00",31.76,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
VU,VUSIONGROUP SA,Information Technology,Equity,"8,584,495.86",0,"8,584,495.86","60,975.00",140.79,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
MFG,MAGELLAN FINANCIAL GROUP LTD,Financials,Equity,"8,559,979.92",0,"8,559,979.92","1,250,203.00",6.85,Australia,Asx - All Markets,USD,1.4,--,IEFA
ATYM,ATALAYA MINING COPPER SA,Materials,Equity,"8,562,701.99",0,"8,562,701.99","793,478.00",10.79,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
3048,BIC CAMERA INC,Consumer Discretionary,Equity,"8,571,593.44",0,"8,571,593.44","794,800.00",10.78,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8609,OKASAN SECURITIES GROUP INC,Financials,Equity,"8,551,114.05",0,"8,551,114.05","1,506,600.00",5.68,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
EVN,EVN AG,Utilities,Equity,"8,525,775.73",0,"8,525,775.73","260,062.00",32.78,Austria,Wiener Boerse Ag,USD,0.85,--,IEFA
PETS,PETS AT HOME PLC,Consumer Discretionary,Equity,"8,532,643.92",0,"8,532,643.92","3,289,743.00",2.59,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
LOV,LOVISA HOLDINGS LTD,Consumer Discretionary,Equity,"8,519,696.76",0,"8,519,696.76","478,700.00",17.8,Australia,Asx - All Markets,USD,1.4,--,IEFA
VIRI,VIRIDIEN SA,Energy,Equity,"8,519,738.25",0,"8,519,738.25","50,331.00",169.27,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
AKSO,AKER SOLUTIONS,Energy,Equity,"8,490,785.52",0,"8,490,785.52","1,988,369.00",4.27,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
1128,WYNN MACAU LTD,Consumer Discretionary,Equity,"8,481,604.38",0,"8,481,604.38","11,591,600.00",0.73,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
FLOW,FLOW TRADERS LTD,Financials,Equity,"8,466,736.72",0,"8,466,736.72","254,875.00",33.22,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
ALM,ALMIRALL SA,Health Care,Equity,"8,447,584.23",0,"8,447,584.23","561,526.00",15.04,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
KAR,KAROON ENERGY LTD,Energy,Equity,"8,414,798.53",0,"8,414,798.53","5,874,615.00",1.43,Australia,Asx - All Markets,USD,1.4,--,IEFA
DRW3,DRAEGERWERK PREF AG,Health Care,Equity,"8,415,556.00",0,"8,415,556.00","73,702.00",114.18,Germany,Xetra,USD,0.85,--,IEFA
9505,HOKURIKU ELECTRIC POWER,Utilities,Equity,"8,428,162.78",0,"8,428,162.78","1,297,700.00",6.49,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
AMS,ADVANCED MEDICAL SOLUTIONS GROUP P,Health Care,Equity,"8,395,675.03",0,"8,395,675.03","2,342,808.00",3.58,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
9934,INABA DENKISANGYO LTD,Industrials,Equity,"8,393,113.48",0,"8,393,113.48","499,200.00",16.81,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
EMEIS,EMEIS SA,Health Care,Equity,"8,365,008.58",0,"8,365,008.58","518,319.00",16.14,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
CIBUS,CIBUS NORDIC REAL ESTATE,Real Estate,Equity,"8,323,669.56",0,"8,323,669.56","488,597.00",17.04,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
6103,OKUMA CORP,Industrials,Equity,"8,327,594.57",0,"8,327,594.57","304,600.00",27.34,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
DORL,DORAL GROUP RENEWABLE ENERGY RESOU,Utilities,Equity,"8,328,711.52",0,"8,328,711.52","393,776.00",21.15,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
HEM,HEMNET GROUP,Communication,Equity,"8,306,676.61",0,"8,306,676.61","620,346.00",13.39,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
RDWR,RADWARE LTD,Information Technology,Equity,"8,295,449.60",0,"8,295,449.60","324,041.00",25.6,Israel,NASDAQ,USD,1,--,IEFA
NVG,THE NAVIGATOR COMPANY SA,Materials,Equity,"8,297,790.22",0,"8,297,790.22","2,087,989.00",3.97,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.85,--,IEFA
8987,JAPAN EXCELLENT REIT INC,Real Estate,Equity,"8,278,716.18",0,"8,278,716.18","9,076.00",912.15,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
CTD,CORPORATE TRAVEL MANAGEMENT LTD,Consumer Discretionary,Equity,"8,251,628.09",0,"8,251,628.09","849,006.00",9.72,Australia,Asx - All Markets,USD,1.4,--,IEFA
9509,HOKKAIDO ELECTRIC POWER INC,Utilities,Equity,"8,262,200.38",0,"8,262,200.38","1,274,000.00",6.49,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
1836,STELLA INTERNATIONAL LTD,Consumer Discretionary,Equity,"8,267,360.06",0,"8,267,360.06","4,209,500.00",1.96,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
EOS,ELECTRO OPTIC SYSTEMS HOLDINGS LTD,Industrials,Equity,"8,237,367.14",0,"8,237,367.14","1,150,149.00",7.16,Australia,Asx - All Markets,USD,1.4,--,IEFA
7616,COLOWIDE LTD,Consumer Discretionary,Equity,"8,241,695.80",0,"8,241,695.80","683,200.00",12.06,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
WPR,WAYPOINT REIT STAPLED UNIT LTD,Real Estate,Equity,"8,244,261.54",0,"8,244,261.54","4,660,371.00",1.77,Australia,Asx - All Markets,USD,1.4,--,IEFA
OPM,OPMOBILITY,Consumer Discretionary,Equity,"8,247,009.96",0,"8,247,009.96","450,541.00",18.3,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
VCT,VICAT SA,Materials,Equity,"8,221,667.63",0,"8,221,667.63","105,824.00",77.69,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
BILI A,BILIA CLASS A,Consumer Discretionary,Equity,"8,229,307.31",0,"8,229,307.31","591,395.00",13.92,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
ELTR,ELECTRA LTD,Industrials,Equity,"8,205,760.24",0,"8,205,760.24","260,787.00",31.47,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
IDL,ID LOGISTICS,Industrials,Equity,"8,192,752.11",0,"8,192,752.11","20,440.00",400.82,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
IVSO,INVISIO,Industrials,Equity,"8,161,196.28",0,"8,161,196.28","255,690.00",31.92,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
KTN,KONTRON AG,Information Technology,Equity,"8,143,300.37",0,"8,143,300.37","319,677.00",25.47,Germany,Xetra,USD,0.85,--,IEFA
PRN,PERENTI LTD,Materials,Equity,"8,125,379.31",0,"8,125,379.31","5,402,441.00",1.5,Australia,Asx - All Markets,USD,1.4,--,IEFA
1788,GUOTAI JUNAN INTERNATIONAL HOLDING,Financials,Equity,"8,125,531.06",0,"8,125,531.06","23,832,000.00",0.34,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
8968,FUKUOKA REIT CORP,Real Estate,Equity,"8,130,114.96",0,"8,130,114.96","7,103.00","1,144.60",Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
CYL,CATALYST METALS LTD,Materials,Equity,"8,136,189.50",0,"8,136,189.50","1,713,457.00",4.75,Australia,Asx - All Markets,USD,1.4,--,IEFA
3635,KOEI TECMO HOLDINGS LTD,Communication,Equity,"8,119,133.25",0,"8,119,133.25","739,032.00",10.99,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BSLN,BASILEA PHARMACEUTICA AG,Health Care,Equity,"8,119,595.99",0,"8,119,595.99","111,709.00",72.69,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
ELV,ELEVRA LITHIUM LTD,Materials,Equity,"8,076,209.96",0,"8,076,209.96","1,068,860.00",7.56,Australia,Asx - All Markets,USD,1.4,--,IEFA
4118,KANEKA CORP,Materials,Equity,"8,084,538.10",0,"8,084,538.10","257,500.00",31.4,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8966,HEIWA REAL ESTATE REIT INC,Real Estate,Equity,"8,058,074.27",0,"8,058,074.27","8,614.00",935.46,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
FORTY,FORMULA SYSTEMS LTD,Information Technology,Equity,"8,059,760.96",0,"8,059,760.96","58,515.00",137.74,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
4206,AICA KOGYO LTD,Materials,Equity,"8,060,041.58",0,"8,060,041.58","357,300.00",22.56,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
N91,NINETY ONE PLC,Financials,Equity,"8,036,408.97",0,"8,036,408.97","2,698,806.00",2.98,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"8,023,348.45",0,"8,023,348.45","8,023,348.00",1,United States,--,USD,1,--,IEFA
MONY,MONY GROUP PLC,Communication,Equity,"7,980,832.99",0,"7,980,832.99","3,441,209.00",2.32,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
MLCO,MELCO RESORTS ENTERTAINMENT ADR LT,Consumer Discretionary,Equity,"7,959,517.30",0,"7,959,517.30","1,337,734.00",5.95,Hong Kong,NASDAQ,USD,1,--,IEFA
BITTI,BITTIUM,Information Technology,Equity,"7,968,213.63",0,"7,968,213.63","187,769.00",42.44,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,--,IEFA
8570,AEON FINANCIAL SERVICES LTD,Financials,Equity,"7,971,728.24",0,"7,971,728.24","811,200.00",9.83,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
7381,CCI GROUP INC,Financials,Equity,"7,957,409.68",0,"7,957,409.68","1,267,000.00",6.28,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
FEVR,FEVERTREE DRINKS PLC,Consumer Staples,Equity,"7,935,359.42",0,"7,935,359.42","682,331.00",11.63,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
RYM,RYMAN HEALTHCARE LTD,Health Care,Equity,"7,906,967.61",0,"7,906,967.61","6,685,045.00",1.18,New Zealand,New Zealand Exchange Ltd,USD,1.7,--,IEFA
8410,SEVEN BANK LTD,Financials,Equity,"7,918,137.89",0,"7,918,137.89","4,628,000.00",1.71,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ISCN,ISRAEL-CANADA LTD,Real Estate,Equity,"7,888,620.81",0,"7,888,620.81","1,196,908.00",6.59,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
3050,DCM HOLDINGS LTD,Consumer Discretionary,Equity,"7,892,809.22",0,"7,892,809.22","813,600.00",9.7,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
PROX,PROXIMUS NV,Communication,Equity,"7,899,686.49",0,"7,899,686.49","958,694.00",8.24,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
8425,MIZUHO LEASING LIMITED LTD,Financials,Equity,"7,903,986.90",0,"7,903,986.90","876,200.00",9.02,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
OVS,OVS SPA,Consumer Discretionary,Equity,"7,853,586.15",0,"7,853,586.15","1,257,624.00",6.24,Italy,Borsa Italiana,USD,0.85,--,IEFA
INA,INGENIA COMMUNITIES GROUP STAPLED,Real Estate,Equity,"7,832,913.70",0,"7,832,913.70","2,648,128.00",2.96,Australia,Asx - All Markets,USD,1.4,--,IEFA
NCAB,NCAB GROUP,Information Technology,Equity,"7,835,296.51",0,"7,835,296.51","1,063,502.00",7.37,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
ELK,ELKEM,Materials,Equity,"7,841,363.39",0,"7,841,363.39","2,541,473.00",3.09,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
9401,TBS HOLDINGS INC,Communication,Equity,"7,845,989.48",0,"7,845,989.48","214,300.00",36.61,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
GAMA,GAMMA COMMUNICATIONS PLC,Communication,Equity,"7,813,518.49",0,"7,813,518.49","625,319.00",12.5,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
PDI,PREDICTIVE DISCOVERY LTD,Materials,Equity,"7,815,347.36",0,"7,815,347.36","11,486,570.00",0.68,Australia,Asx - All Markets,USD,1.4,--,IEFA
558,UMS INTEGRATION LTD,Information Technology,Equity,"7,820,446.94",0,"7,820,446.94","5,230,850.00",1.5,Singapore,Singapore Exchange,USD,1.27,--,IEFA
8961,MORI TRUST REIT INC,Real Estate,Equity,"7,821,052.63",0,"7,821,052.63","16,710.00",468.05,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ELD,ELDERS LTD,Consumer Staples,Equity,"7,831,303.22",0,"7,831,303.22","1,457,936.00",5.37,Australia,Asx - All Markets,USD,1.4,--,IEFA
4680,ROUND ONE CORP,Consumer Discretionary,Equity,"7,795,673.56",0,"7,795,673.56","1,322,000.00",5.9,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
RCO,REMY COINTREAU SA,Consumer Staples,Equity,"7,804,832.01",0,"7,804,832.01","160,851.00",48.52,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
1833,OKUMURA CORP,Industrials,Equity,"7,806,860.06",0,"7,806,860.06","202,500.00",38.55,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BCG,BALTIC CLASSIFIEDS GROUP PLC,Communication,Equity,"7,789,364.98",0,"7,789,364.98","2,788,038.00",2.79,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
MAXO,MAX STOCK LTD,Consumer Discretionary,Equity,"7,790,948.91",0,"7,790,948.91","784,079.00",9.94,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
ETL,EUTELSAT COMMUNICATIONS SA,Communication,Equity,"7,744,528.57",0,"7,744,528.57","2,435,783.00",3.18,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
CTT,CTT CORREIOS DE PORTUGAL SA,Industrials,Equity,"7,745,741.35",0,"7,745,741.35","1,010,765.00",7.66,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.85,--,IEFA
6814,FURUNO ELECTRIC LTD,Information Technology,Equity,"7,750,291.35",0,"7,750,291.35","169,000.00",45.86,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8022,MIZUNO CORP,Consumer Discretionary,Equity,"7,736,634.22",0,"7,736,634.22","350,400.00",22.08,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
DESN,DOTTIKON ES HOLDING AG,Health Care,Equity,"7,717,766.79",0,"7,717,766.79","17,650.00",437.27,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
ENTRA,ENTRA,Real Estate,Equity,"7,720,337.03",0,"7,720,337.03","673,502.00",11.46,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
7278,EXEDY CORP,Consumer Discretionary,Equity,"7,696,544.77",0,"7,696,544.77","217,400.00",35.4,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8976,DAIWA OFFICE INVESTMENT REIT CORP,Real Estate,Equity,"7,697,666.07",0,"7,697,666.07","3,573.00","2,154.40",Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4095,NIHON PARKERIZING LTD,Materials,Equity,"7,703,335.54",0,"7,703,335.54","828,500.00",9.3,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4812,DENTSU SOKEN INC,Information Technology,Equity,"7,685,005.51",0,"7,685,005.51","559,100.00",13.75,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
HTG,HUNTING PLC,Energy,Equity,"7,650,642.92",0,"7,650,642.92","1,211,457.00",6.32,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
SMWH,WH SMITH PLC,Consumer Discretionary,Equity,"7,656,429.27",0,"7,656,429.27","892,322.00",8.58,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
INMD,INMODE LTD,Health Care,Equity,"7,661,007.99",0,"7,661,007.99","525,807.00",14.57,Israel,NASDAQ,USD,1,--,IEFA
1860,MOBVISTA INC,Communication,Equity,"7,642,806.52",0,"7,642,806.52","4,044,000.00",1.89,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
CRL,CAREL,Industrials,Equity,"7,644,950.18",0,"7,644,950.18","248,354.00",30.78,Italy,Borsa Italiana,USD,0.85,--,IEFA
COK,CANCOM,Information Technology,Equity,"7,576,756.88",0,"7,576,756.88","245,201.00",30.9,Germany,Xetra,USD,0.85,--,IEFA
AUSS,AUSTEVOLL SEAFOOD,Consumer Staples,Equity,"7,588,735.52",0,"7,588,735.52","736,344.00",10.31,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
NEU,NEUREN PHARMACEUTICALS LTD,Health Care,Equity,"7,594,723.46",0,"7,594,723.46","849,695.00",8.94,Australia,Asx - All Markets,USD,1.4,--,IEFA
8386,HYAKUJUSHI BANK LTD,Financials,Equity,"7,568,118.68",0,"7,568,118.68","509,500.00",14.85,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
6457,GLORY LTD,Industrials,Equity,"7,573,272.86",0,"7,573,272.86","287,200.00",26.37,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
GROW,MOLTEN VENTURES PLC,Financials,Equity,"7,540,364.14",0,"7,540,364.14","1,071,269.00",7.04,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
GNZ,GOODMAN NEW ZEALAND & GOODMAN PROP,Real Estate,Equity,"7,549,474.79",0,"7,549,474.79","6,897,540.00",1.09,New Zealand,New Zealand Exchange Ltd,USD,1.7,--,IEFA
6472,NTN CORP,Industrials,Equity,"7,552,354.28",0,"7,552,354.28","3,359,200.00",2.25,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
NEC,NINE ENTERTAINMENT CO HOLDINGS LTD,Communication,Equity,"7,522,476.75",0,"7,522,476.75","10,717,672.00",0.7,Australia,Asx - All Markets,USD,1.4,--,IEFA
3549,KUSURI NO AOKI HOLDINGS LTD,Consumer Staples,Equity,"7,534,711.64",0,"7,534,711.64","319,300.00",23.6,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
MOVE,MEDACTA GROUP SA,Health Care,Equity,"7,538,324.39",0,"7,538,324.39","36,734.00",205.21,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
MP1,MEGAPORT LTD,Information Technology,Equity,"7,538,770.06",0,"7,538,770.06","1,228,246.00",6.14,Australia,Asx - All Markets,USD,1.4,--,IEFA
8628,MATSUI SECURITIES LTD,Financials,Equity,"7,506,047.43",0,"7,506,047.43","1,222,100.00",6.14,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
XIOR,XIOR STUDENT HOUSING NV,Real Estate,Equity,"7,507,258.59",0,"7,507,258.59","229,406.00",32.72,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
MFEA,MFE-MEDIAFOREUROPE NV,Communication,Equity,"7,510,745.38",0,"7,510,745.38","2,070,230.00",3.63,Italy,Borsa Italiana,USD,0.85,--,IEFA
VOS,VOSSLOH AG,Industrials,Equity,"7,502,196.37",0,"7,502,196.37","83,528.00",89.82,Germany,Xetra,USD,0.85,--,IEFA
7220,MUSASHI SEIMITSU INDUSTRY LTD,Consumer Discretionary,Equity,"7,471,605.40",0,"7,471,605.40","353,000.00",21.17,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
2782,SERIA LTD,Consumer Discretionary,Equity,"7,482,629.37",0,"7,482,629.37","334,600.00",22.36,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
6315,TOWA CORP,Information Technology,Equity,"7,455,063.15",0,"7,455,063.15","451,700.00",16.5,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SIX3,SIXT PREF,Industrials,Equity,"7,460,770.11",0,"7,460,770.11","99,654.00",74.87,Germany,Xetra,USD,0.85,--,IEFA
GNC,GRAINCORP CLASS A LTD,Consumer Staples,Equity,"7,430,758.20",0,"7,430,758.20","1,646,866.00",4.51,Australia,Asx - All Markets,USD,1.4,--,IEFA
7730,MANI INC,Health Care,Equity,"7,397,524.33",0,"7,397,524.33","630,000.00",11.74,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
DNORD,DAMPSKIBSSELSKABET NORDEN,Industrials,Equity,"7,405,841.57",0,"7,405,841.57","163,477.00",45.3,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.35,--,IEFA
JYEU,LENDLEASE GLOBAL COMMERCIAL REIT U,Real Estate,Equity,"7,412,334.28",0,"7,412,334.28","16,241,319.00",0.46,Singapore,Singapore Exchange,USD,1.27,--,IEFA
DOM,DOMETIC GROUPINARY SHARES,Consumer Discretionary,Equity,"7,389,832.14",0,"7,389,832.14","2,212,198.00",3.34,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
NOFR,O.Y. NOFAR ENERGY LTD,Utilities,Equity,"7,373,252.56",0,"7,373,252.56","131,889.00",55.9,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
WHA,WERELDHAVE NV,Real Estate,Equity,"7,350,262.97",0,"7,350,262.97","276,901.00",26.54,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
