Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date,ETF
NDA,AURUBIS AG,Materials,Equity,"40,249,883.24",0.02,"40,249,883.24","179,489.00",224.25,Germany,Xetra,USD,0.85,--,IEFA
1944,KINDEN CORP,Industrials,Equity,"40,122,352.20",0.02,"40,122,352.20","897,200.00",44.72,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8953,JAPAN METROPOLITAN FUND INVESTMENT,Real Estate,Equity,"40,123,972.41",0.02,"40,123,972.41","53,079.00",755.93,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4186,TOKYO OHKA KOGYO LTD,Materials,Equity,"40,012,246.05",0.02,"40,012,246.05","708,900.00",56.44,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BGEO,LION FINANCE GROUP PLC,Financials,Equity,"39,998,622.17",0.02,"39,998,622.17","254,765.00",157,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
GJF,GJENSIDIGE FORSIKRING,Financials,Equity,"39,818,037.15",0.02,"39,818,037.15","1,428,430.00",27.88,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
1038,CHEUNG KONG INFRASTRUCTURE HOLDING,Utilities,Equity,"39,800,499.29",0.02,"39,800,499.29","4,726,000.00",8.42,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
9962,MISUMI GROUP INC,Industrials,Equity,"39,725,862.23",0.02,"39,725,862.23","2,013,500.00",19.73,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
1928,SANDS CHINA LTD,Consumer Discretionary,Equity,"39,543,281.17",0.02,"39,543,281.17","17,827,600.00",2.22,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
9005,TOKYU CORP,Industrials,Equity,"39,551,155.00",0.02,"39,551,155.00","3,501,700.00",11.29,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
PLUS,PLUS500 LTD,Financials,Equity,"39,357,894.27",0.02,"39,357,894.27","629,693.00",62.5,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
ANDR,ANDRITZ AG,Industrials,Equity,"39,247,934.95",0.02,"39,247,934.95","483,210.00",81.22,Austria,Wiener Boerse Ag,USD,0.85,--,IEFA
R3NK,RENK GROUP AG,Industrials,Equity,"39,123,051.11",0.02,"39,123,051.11","604,280.00",64.74,Germany,Xetra,USD,0.85,--,IEFA
ELIS,ELIS SA,Industrials,Equity,"39,126,473.18",0.02,"39,126,473.18","1,238,387.00",31.59,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
3003,HULIC LTD,Real Estate,Equity,"39,060,575.77",0.02,"39,060,575.77","3,255,800.00",12,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
CRDA,CRODA INTERNATIONAL PLC,Materials,Equity,"39,022,777.34",0.02,"39,022,777.34","950,794.00",41.04,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
5101,YOKOHAMA RUBBER LTD,Consumer Discretionary,Equity,"39,023,394.75",0.02,"39,023,394.75","917,200.00",42.55,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
LAGR B,LAGERCRANTZ GROUP CLASS B,Information Technology,Equity,"38,978,841.21",0.02,"38,978,841.21","1,473,521.00",26.45,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
FRO,FRONTLINE PLC,Energy,Equity,"38,957,018.34",0.02,"38,957,018.34","1,063,276.00",36.64,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
7181,JAPAN POST INSURANCE LTD,Financials,Equity,"38,923,645.47",0.02,"38,923,645.47","3,919,400.00",9.93,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ALD,AMPOL LTD,Energy,Equity,"38,878,489.60",0.02,"38,878,489.60","1,702,773.00",22.83,Australia,Asx - All Markets,USD,1.4,--,IEFA
RMS,RAMELIUS RESOURCES LTD,Materials,Equity,"38,830,739.66",0.02,"38,830,739.66","13,554,433.00",2.86,Australia,Asx - All Markets,USD,1.4,--,IEFA
AZA,AVANZA BANK HOLDING,Financials,Equity,"38,828,909.28",0.02,"38,828,909.28","911,289.00",42.61,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
LHA,DEUTSCHE LUFTHANSA AG,Industrials,Equity,"38,763,733.85",0.02,"38,763,733.85","4,225,065.00",9.17,Germany,Xetra,USD,0.85,--,IEFA
LEG,LEG IMMOBILIEN N,Real Estate,Equity,"38,693,500.83",0.02,"38,693,500.83","531,885.00",72.75,Germany,Xetra,USD,0.85,--,IEFA
CAMT,CAMTEK LTD,Information Technology,Equity,"38,680,966.21",0.02,"38,680,966.21","212,532.00",182,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
TITR,TELECOM ITALIA S.P.A.,Communication,Equity,"38,609,713.80",0.02,"38,609,713.80","42,201,898.00",0.91,Italy,Borsa Italiana,USD,0.85,--,IEFA
9024,SEIBU HOLDINGS INC,Industrials,Equity,"38,518,000.57",0.02,"38,518,000.57","1,513,500.00",25.45,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
TKA,THYSSENKRUPP AG,Materials,Equity,"38,386,289.83",0.02,"38,386,289.83","3,592,939.00",10.68,Germany,Xetra,USD,0.85,--,IEFA
6370,KURITA WATER INDUSTRIES LTD,Industrials,Equity,"38,330,027.40",0.02,"38,330,027.40","745,400.00",51.42,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
VOE,VOESTALPINE AG,Materials,Equity,"38,217,689.77",0.02,"38,217,689.77","759,623.00",50.31,Austria,Wiener Boerse Ag,USD,0.85,--,IEFA
ISS,ISS A S,Industrials,Equity,"38,207,491.06",0.02,"38,207,491.06","1,023,461.00",37.33,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.35,--,IEFA
AMUN,AMUNDI SA,Financials,Equity,"38,143,114.35",0.02,"38,143,114.35","416,758.00",91.52,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
TEMN,TEMENOS AG,Information Technology,Equity,"38,148,530.24",0.02,"38,148,530.24","389,335.00",97.98,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
1997,WHARF REAL ESTATE INVESTMENT COMPA,Real Estate,Equity,"37,844,713.03",0.02,"37,844,713.03","12,176,000.00",3.11,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
7550,ZENSHO HOLDINGS LTD,Consumer Discretionary,Equity,"37,819,518.10",0.02,"37,819,518.10","705,400.00",53.61,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
7201,NISSAN MOTOR LTD,Consumer Discretionary,Equity,"37,789,430.22",0.02,"37,789,430.22","15,811,500.00",2.39,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BLND,BRITISH LAND REIT PLC,Real Estate,Equity,"37,643,303.24",0.02,"37,643,303.24","7,032,972.00",5.35,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
IDR,INDRA SISTEMAS SA,Information Technology,Equity,"37,196,563.68",0.02,"37,196,563.68","576,621.00",64.51,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
4021,NISSAN CHEMICAL CORP,Materials,Equity,"37,150,177.96",0.02,"37,150,177.96","911,500.00",40.76,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SAVE,NORDNET,Financials,Equity,"37,065,664.74",0.02,"37,065,664.74","1,000,855.00",37.03,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
GGP,GREATLAND RESOURCES LTD,Materials,Equity,"36,979,120.43",0.02,"36,979,120.43","3,543,747.00",10.44,Australia,Asx - All Markets,USD,1.4,--,IEFA
GMD,GENESIS MINERALS LTD,Materials,Equity,"36,991,460.90",0.02,"36,991,460.90","7,663,149.00",4.83,Australia,Asx - All Markets,USD,1.4,--,IEFA
CTEC,CONVATEC GROUP PLC,Health Care,Equity,"36,964,727.84",0.02,"36,964,727.84","11,543,374.00",3.2,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
ABDN,ABERDEEN GROUP PLC,Financials,Equity,"36,591,183.00",0.02,"36,591,183.00","12,990,149.00",2.82,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
9147,NIPPON EXPRESS HOLDINGS INC,Industrials,Equity,"36,457,649.69",0.02,"36,457,649.69","1,510,300.00",24.14,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
GETI B,GETINGE B,Health Care,Equity,"36,436,327.37",0.02,"36,436,327.37","1,659,195.00",21.96,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
EVK,EVONIK INDUSTRIES AG,Materials,Equity,"36,300,119.57",0.02,"36,300,119.57","1,816,095.00",19.99,Germany,Xetra,USD,0.85,--,IEFA
8952,JAPAN REAL ESTATE INVESTMENT TRUST,Real Estate,Equity,"36,213,046.08",0.02,"36,213,046.08","47,275.00",766.01,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8359,HACHIJUNI NAGANO BANK LTD,Financials,Equity,"36,167,589.53",0.02,"36,167,589.53","2,760,300.00",13.1,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
6532,BAYCURRENT INC,Industrials,Equity,"36,124,343.44",0.02,"36,124,343.44","1,007,300.00",35.86,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
MGR,MIRVAC GROUP STAPLED UNITS,Real Estate,Equity,"36,104,762.43",0.02,"36,104,762.43","28,084,437.00",1.29,Australia,Asx - All Markets,USD,1.4,--,IEFA
CSG,CSG CLASS A NV,Industrials,Equity,"36,073,017.09",0.02,"36,073,017.09","1,444,467.00",24.97,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
MNDI,MONDI PLC,Materials,Equity,"35,986,968.66",0.02,"35,986,968.66","3,105,213.00",11.59,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
3626,TIS INC,Information Technology,Equity,"35,952,746.86",0.02,"35,952,746.86","1,556,400.00",23.1,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
INVP,INVESTEC PLC,Financials,Equity,"35,843,797.23",0.02,"35,843,797.23","4,157,773.00",8.62,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
3088,MATSUKIYOKARA,Consumer Staples,Equity,"35,786,160.19",0.02,"35,786,160.19","2,407,150.00",14.87,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
VER,VERBUND AG,Utilities,Equity,"35,682,710.52",0.02,"35,682,710.52","480,393.00",74.28,Austria,Wiener Boerse Ag,USD,0.85,--,IEFA
5830,IYOGIN HOLDINGS INC,Financials,Equity,"35,694,201.39",0.02,"35,694,201.39","1,839,700.00",19.4,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ENT,ENTAIN PLC,Consumer Discretionary,Equity,"35,699,948.46",0.02,"35,699,948.46","4,303,787.00",8.3,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
AZM,AZIMUT HOLDING,Financials,Equity,"35,668,483.90",0.02,"35,668,483.90","817,833.00",43.61,Italy,Borsa Italiana,USD,0.85,--,IEFA
PSN,PERSIMMON PLC,Consumer Discretionary,Equity,"35,536,742.67",0.02,"35,536,742.67","2,255,686.00",15.75,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
BARN,BARRY CALLEBAUT AG,Consumer Staples,Equity,"35,535,636.32",0.02,"35,535,636.32","25,156.00","1,412.61",Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
AAK,AAK,Consumer Staples,Equity,"35,504,283.07",0.02,"35,504,283.07","1,320,348.00",26.89,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
QAN,QANTAS AIRWAYS LTD,Industrials,Equity,"35,507,710.60",0.02,"35,507,710.60","5,388,905.00",6.59,Australia,Asx - All Markets,USD,1.4,--,IEFA
6113,AMADA LTD,Industrials,Equity,"35,468,558.06",0.02,"35,468,558.06","2,263,500.00",15.67,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
U96,SEMBCORP INDUSTRIES LTD,Utilities,Equity,"35,457,214.46",0.02,"35,457,214.46","6,521,100.00",5.44,Singapore,Singapore Exchange,USD,1.27,--,IEFA
HUBN,HUBER & SUHNER AG,Industrials,Equity,"35,352,736.61",0.02,"35,352,736.61","125,704.00",281.24,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
6976,TAIYO YUDEN LTD,Information Technology,Equity,"35,318,556.17",0.02,"35,318,556.17","901,100.00",39.19,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
EDPR,EDP RENOVAVEIS SA,Utilities,Equity,"35,266,066.26",0.02,"35,266,066.26","2,247,476.00",15.69,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.85,--,IEFA
BTRW,BARRATT REDROW PLC,Consumer Discretionary,Equity,"35,251,536.52",0.02,"35,251,536.52","9,726,805.00",3.62,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
9602,TOHO (TOKYO) LTD,Communication,Equity,"35,214,638.26",0.02,"35,214,638.26","3,809,300.00",9.24,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BALD B,FASTIGHETS BALDER CLASS B,Real Estate,Equity,"35,182,255.43",0.02,"35,182,255.43","5,309,462.00",6.63,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
1942,KANDENKO LTD,Industrials,Equity,"35,156,791.71",0.02,"35,156,791.71","909,100.00",38.67,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
TASE,TEL AVIV STOCK EXCHANGE LTD,Financials,Equity,"35,152,146.14",0.02,"35,152,146.14","702,338.00",50.05,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
3289,TOKYU FUDOSAN HOLDINGS CORP,Real Estate,Equity,"34,986,440.52",0.02,"34,986,440.52","4,027,500.00",8.69,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
AZJ,AURIZON HOLDINGS LTD,Industrials,Equity,"34,878,588.27",0.02,"34,878,588.27","11,877,929.00",2.94,Australia,Asx - All Markets,USD,1.4,--,IEFA
9508,KYUSHU ELECTRIC POWER INC,Utilities,Equity,"34,570,839.40",0.02,"34,570,839.40","3,110,200.00",11.12,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SYENS,SYENSQO NV,Materials,Equity,"34,524,939.82",0.02,"34,524,939.82","525,614.00",65.68,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
ALK B,ALK-ABELLO CLASS B,Health Care,Equity,"34,530,237.13",0.02,"34,530,237.13","982,147.00",35.16,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.35,--,IEFA
4005,SUMITOMO CHEMICAL LTD,Materials,Equity,"34,462,751.58",0.02,"34,462,751.58","10,492,500.00",3.28,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
PROT,PROTECTOR FORSIKRING,Financials,Equity,"34,377,364.16",0.02,"34,377,364.16","653,548.00",52.6,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
2702,MCDONALDS HOLDINGS (JAPAN) LTD,Consumer Discretionary,Equity,"34,383,495.54",0.02,"34,383,495.54","660,800.00",52.03,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ADP,AEROPORTS DE PARIS SA,Industrials,Equity,"34,284,273.74",0.02,"34,284,273.74","259,811.00",131.96,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
3288,OPEN HOUSE GROUP LTD,Consumer Discretionary,Equity,"34,162,099.59",0.02,"34,162,099.59","562,500.00",60.73,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8334,GUNMA BANK LTD,Financials,Equity,"34,105,200.16",0.02,"34,105,200.16","2,483,500.00",13.73,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
CEN,CONTACT ENERGY LTD,Utilities,Equity,"34,107,247.38",0.02,"34,107,247.38","6,172,648.00",5.53,New Zealand,New Zealand Exchange Ltd,USD,1.7,--,IEFA
RMV,RIGHTMOVE PLC,Communication,Equity,"34,066,813.27",0.02,"34,066,813.27","5,554,963.00",6.13,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
LUND B,LUNDBERGFORETAGEN CLASS B,Financials,Equity,"34,011,507.27",0.02,"34,011,507.27","546,355.00",62.25,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
VEND,VEND MARKETPLACES ASA,Communication,Equity,"34,024,718.25",0.02,"34,024,718.25","1,212,215.00",28.07,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
BCVN,BC VAUD N,Financials,Equity,"33,989,334.66",0.02,"33,989,334.66","216,769.00",156.8,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
DIE,DIETEREN (D) SA,Consumer Discretionary,Equity,"33,850,982.37",0.02,"33,850,982.37","155,610.00",217.54,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
BKG,BERKELEY GROUP HOLDINGS (THE) PLC,Consumer Discretionary,Equity,"33,805,312.03",0.02,"33,805,312.03","715,466.00",47.25,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
VK,VALLOUREC SA,Energy,Equity,"33,769,200.76",0.02,"33,769,200.76","1,207,376.00",27.97,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
5332,TOTO LTD,Industrials,Equity,"33,747,787.96",0.02,"33,747,787.96","965,800.00",34.94,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SAGA B,SAGAX CLASS B,Real Estate,Equity,"33,730,570.50",0.02,"33,730,570.50","1,623,246.00",20.78,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
19,SWIRE PACIFIC LTD A,Industrials,Equity,"33,641,006.00",0.02,"33,641,006.00","3,114,000.00",10.8,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
DXS,DEXUS STAPLED UNITS,Real Estate,Equity,"33,538,916.77",0.02,"33,538,916.77","7,626,870.00",4.4,Australia,Asx - All Markets,USD,1.4,--,IEFA
3436,SUMCO CORP,Information Technology,Equity,"33,461,998.80",0.02,"33,461,998.80","2,517,500.00",13.29,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BMED,BANCA MEDIOLANUM,Financials,Equity,"33,230,121.01",0.02,"33,230,121.01","1,509,992.00",22.01,Italy,Borsa Italiana,USD,0.85,--,IEFA
BZU,BUZZI,Materials,Equity,"33,168,409.58",0.02,"33,168,409.58","576,450.00",57.54,Italy,Borsa Italiana,USD,0.85,--,IEFA
BBOX,TRITAX BIG BOX REIT PLC,Real Estate,Equity,"33,127,362.00",0.02,"33,127,362.00","15,804,549.00",2.1,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
7747,ASAHI INTECC LTD,Health Care,Equity,"33,062,052.35",0.02,"33,062,052.35","1,514,700.00",21.83,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8377,HOKUHOKU FINANCIAL GROUP INC,Financials,Equity,"32,992,431.26",0.02,"32,992,431.26","852,300.00",38.71,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
DHER,DELIVERY HERO,Consumer Discretionary,Equity,"32,953,357.09",0.02,"32,953,357.09","1,383,112.00",23.83,Germany,Xetra,USD,0.85,--,IEFA
LOTB,LOTUS BAKERIES NV,Consumer Staples,Equity,"32,884,791.77",0.02,"32,884,791.77","2,802.00","11,736.18",Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
7752,RICOH LTD,Information Technology,Equity,"32,849,523.45",0.02,"32,849,523.45","3,800,800.00",8.64,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
GBF,BILFINGER,Industrials,Equity,"32,812,616.47",0.02,"32,812,616.47","257,146.00",127.6,Germany,Xetra,USD,0.85,--,IEFA
SB1NO,SPAREBANK SR-NORGE,Financials,Equity,"32,686,315.67",0.02,"32,686,315.67","1,419,103.00",23.03,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
CPR,DAVIDE CAMPARI MILANO NV,Consumer Staples,Equity,"32,672,620.77",0.02,"32,672,620.77","4,311,230.00",7.58,Italy,Borsa Italiana,USD,0.85,--,IEFA
4704,TREND MICRO INC,Information Technology,Equity,"32,589,957.48",0.02,"32,589,957.48","898,800.00",36.26,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8341,77 BANK LTD,Financials,Equity,"32,592,457.09",0.02,"32,592,457.09","1,610,800.00",20.23,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
3197,SKYLARK HOLDINGS LTD,Consumer Discretionary,Equity,"32,575,859.40",0.02,"32,575,859.40","1,622,100.00",20.08,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
AYV,AYVENS SA,Industrials,Equity,"32,501,079.12",0.02,"32,501,079.12","2,471,797.00",13.15,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
WHC,WHITEHAVEN COAL LTD,Energy,Equity,"32,516,112.69",0.02,"32,516,112.69","5,934,756.00",5.48,Australia,Asx - All Markets,USD,1.4,--,IEFA
NEM,NEMETSCHEK,Information Technology,Equity,"32,488,432.42",0.02,"32,488,432.42","415,026.00",78.28,Germany,Xetra,USD,0.85,--,IEFA
SIGN,SIG GROUP N AG,Materials,Equity,"32,439,403.85",0.02,"32,439,403.85","2,188,957.00",14.82,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
JMAT,JOHNSON MATTHEY PLC,Materials,Equity,"32,363,756.26",0.02,"32,363,756.26","1,162,895.00",27.83,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
8972,KDX REALTY INVESTMENT REIT CORP,Real Estate,Equity,"32,349,885.04",0.02,"32,349,885.04","30,659.00","1,055.15",Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ZEG,ZEGONA COMMUNICATIONS PLC,Communication,Equity,"32,317,529.07",0.02,"32,317,529.07","1,308,773.00",24.69,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
6869,SYSMEX CORP,Health Care,Equity,"32,332,317.55",0.02,"32,332,317.55","3,570,500.00",9.06,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SGAFT,CASH COLLATERAL EUR SGAFT,Cash and/or Derivatives,Cash Collateral and Margins,"32,313,944.65",0.02,"32,313,944.65","27,451,000.00",117.71,European Union,--,USD,0.85,02-Aug-16,IEFA
BKW,BKW N AG,Utilities,Equity,"32,312,656.09",0.02,"32,312,656.09","159,961.00",202,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
MYCR,MYCRONIC,Information Technology,Equity,"32,253,771.88",0.02,"32,253,771.88","1,087,210.00",29.67,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
6448,BROTHER INDUSTRIES LTD,Information Technology,Equity,"32,064,209.90",0.02,"32,064,209.90","1,651,000.00",19.42,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
VALMT,VALMET CORP,Industrials,Equity,"32,065,339.99",0.02,"32,065,339.99","1,064,055.00",30.14,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,--,IEFA
5406,KOBE STEEL LTD,Materials,Equity,"31,861,429.65",0.02,"31,861,429.65","2,615,900.00",12.18,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
MLSR,MELISRON LTD,Real Estate,Equity,"31,840,056.67",0.02,"31,840,056.67","217,581.00",146.34,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
BIM,BIOMERIEUX SA,Health Care,Equity,"31,814,691.62",0.02,"31,814,691.62","299,799.00",106.12,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
ALLN,ALLREAL HOLDING AG,Real Estate,Equity,"31,807,265.96",0.02,"31,807,265.96","111,569.00",285.09,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
INPST,INPOST SA,Industrials,Equity,"31,721,614.19",0.02,"31,721,614.19","1,769,390.00",17.93,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
BEN,BENDIGO AND ADELAIDE BANK LTD,Financials,Equity,"31,695,664.51",0.02,"31,695,664.51","3,994,163.00",7.94,Australia,Asx - All Markets,USD,1.4,--,IEFA
ENG,ENAGAS SA,Utilities,Equity,"31,651,286.69",0.02,"31,651,286.69","1,616,841.00",19.58,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
BIG,BIG SHOPPING CENTERS LTD,Real Estate,Equity,"31,559,444.56",0.02,"31,559,444.56","122,159.00",258.35,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
2413,M3 INC,Health Care,Equity,"31,408,370.97",0.02,"31,408,370.97","3,144,700.00",9.99,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
MEL,MERIDIAN ENERGY LTD,Utilities,Equity,"31,339,155.79",0.02,"31,339,155.79","9,426,040.00",3.32,New Zealand,New Zealand Exchange Ltd,USD,1.7,--,IEFA
PDN,PALADIN ENERGY LTD,Energy,Equity,"31,347,308.56",0.02,"31,347,308.56","3,183,195.00",9.85,Australia,Asx - All Markets,USD,1.4,--,IEFA
DRX,DRAX GROUP PLC,Utilities,Equity,"31,327,359.12",0.02,"31,327,359.12","2,718,374.00",11.52,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
A2A,A2A,Utilities,Equity,"31,310,843.49",0.02,"31,310,843.49","11,023,148.00",2.84,Italy,Borsa Italiana,USD,0.85,--,IEFA
SFZN,SIEGFRIED HOLDING AG,Health Care,Equity,"31,269,821.18",0.02,"31,269,821.18","297,857.00",104.98,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
SW,SODEXO SA,Consumer Discretionary,Equity,"31,276,137.66",0.02,"31,276,137.66","629,606.00",49.68,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
5929,SANWA HOLDINGS CORP,Industrials,Equity,"31,238,586.41",0.02,"31,238,586.41","1,353,800.00",23.07,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
GF,GEORG FISCHER AG,Industrials,Equity,"31,217,054.66",0.02,"31,217,054.66","560,367.00",55.71,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
4732,USS LTD,Consumer Discretionary,Equity,"31,173,687.05",0.02,"31,173,687.05","2,866,300.00",10.88,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4183,MITSUI CHEMICALS INC,Materials,Equity,"31,123,174.90",0.02,"31,123,174.90","2,497,800.00",12.46,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
1911,SUMITOMO FORESTRY LTD,Consumer Discretionary,Equity,"30,985,696.56",0.02,"30,985,696.56","3,365,600.00",9.21,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
EVD,CTS EVENTIM AG,Communication,Equity,"30,944,452.28",0.02,"30,944,452.28","448,977.00",68.92,Germany,Xetra,USD,0.85,--,IEFA
SOF,SOFINA SA,Financials,Equity,"30,925,085.64",0.02,"30,925,085.64","115,834.00",266.98,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
8804,TOKYO TATEMONO LTD,Real Estate,Equity,"30,899,602.51",0.02,"30,899,602.51","1,319,300.00",23.42,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
IGO,IGO LTD,Materials,Equity,"30,911,912.37",0.02,"30,911,912.37","4,827,853.00",6.4,Australia,Asx - All Markets,USD,1.4,--,IEFA
1808,HASEKO CORP,Consumer Discretionary,Equity,"30,878,261.36",0.02,"30,878,261.36","1,737,600.00",17.77,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4768,OTSUKA CORP,Information Technology,Equity,"30,805,450.25",0.02,"30,805,450.25","1,604,400.00",19.2,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
RRL,REGIS RESOURCES LTD,Materials,Equity,"30,785,652.34",0.02,"30,785,652.34","5,596,968.00",5.5,Australia,Asx - All Markets,USD,1.4,--,IEFA
