Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date,Notional Weight,Market Weight,ETF
FLEX,FLEX LTD,EQUITY,Information Technology,Equity,"1,043,767,177.04","1,043,767,177.04","12,384,518.00",84.28,United States,NASDAQ,USD,1.00,--,0.90,0.90,IJH
FTI,TECHNIPFMC PLC,EQUITY,Energy,Equity,"956,789,912.88","956,789,912.88","13,625,604.00",70.22,United States,NYSE,USD,1.00,--,0.82,0.82,IJH
CW,CURTISS WRIGHT CORP,EQUITY,Industrials,Equity,"906,591,388.89","906,591,388.89","1,241,889.00",730.01,United States,NYSE,USD,1.00,--,0.78,0.78,IJH
XPO,XPO INC,EQUITY,Industrials,Equity,"901,110,795.69","901,110,795.69","3,945,837.00",228.37,United States,NYSE,USD,1.00,--,0.77,0.78,IJH
FN,FABRINET,EQUITY,Information Technology,Equity,"844,757,367.79","844,757,367.79","1,206,779.00",700.01,United States,NYSE,USD,1.00,--,0.73,0.73,IJH
UTHR,UNITED THERAPEUTICS CORP,EQUITY,Health Care,Equity,"831,688,704.00","831,688,704.00","1,450,350.00",573.44,United States,NASDAQ,USD,1.00,--,0.71,0.72,IJH
WWD,WOODWARD INC,EQUITY,Industrials,Equity,"790,761,426.40","790,761,426.40","2,008,028.00",393.80,United States,NASDAQ,USD,1.00,--,0.68,0.68,IJH
MTZ,MASTEC INC,EQUITY,Industrials,Equity,"767,732,437.66","767,732,437.66","2,066,074.00",371.59,United States,NYSE,USD,1.00,--,0.66,0.66,IJH
ENTG,ENTEGRIS INC,EQUITY,Information Technology,Equity,"762,460,869.12","762,460,869.12","5,119,936.00",148.92,United States,NASDAQ,USD,1.00,--,0.65,0.66,IJH
CRS,CARPENTER TECHNOLOGY CORP,EQUITY,Industrials,Equity,"758,693,970.87","758,693,970.87","1,677,747.00",452.21,United States,NYSE,USD,1.00,--,0.65,0.65,IJH
ATI,ATI INC,EQUITY,Industrials,Equity,"750,797,293.48","750,797,293.48","4,576,358.00",164.06,United States,NYSE,USD,1.00,--,0.64,0.65,IJH
TWLO,TWILIO INC CLASS A,EQUITY,Information Technology,Equity,"743,657,458.32","743,657,458.32","5,106,836.00",145.62,United States,NYSE,USD,1.00,--,0.64,0.64,IJH
NVT,NVENT ELECTRIC PLC,EQUITY,Industrials,Equity,"738,092,555.20","738,092,555.20","5,435,144.00",135.80,United States,NYSE,USD,1.00,--,0.63,0.63,IJH
BURL,BURLINGTON STORES INC,EQUITY,Consumer Discretionary,Equity,"728,492,642.46","728,492,642.46","2,094,453.00",347.82,United States,NYSE,USD,1.00,--,0.63,0.63,IJH
RGLD,ROYAL GOLD INC,EQUITY,Materials,Equity,"722,081,191.63","722,081,191.63","2,729,057.00",264.59,United States,NASDAQ,USD,1.00,--,0.62,0.62,IJH
P,EVERPURE INC CLASS A,EQUITY,Information Technology,Equity,"718,437,612.00","718,437,612.00","10,565,259.00",68.00,United States,NYSE,USD,1.00,--,0.62,0.62,IJH
BWXT,BWX TECHNOLOGIES INC,EQUITY,Industrials,Equity,"702,878,089.68","702,878,089.68","3,079,557.00",228.24,United States,NYSE,USD,1.00,--,0.60,0.60,IJH
USFD,US FOODS HOLDING CORP,EQUITY,Consumer Staples,Equity,"692,861,045.04","692,861,045.04","7,428,552.00",93.27,United States,NYSE,USD,1.00,--,0.59,0.60,IJH
ILMN,ILLUMINA INC,EQUITY,Health Care,Equity,"684,252,250.50","684,252,250.50","5,150,175.00",132.86,United States,NASDAQ,USD,1.00,--,0.59,0.59,IJH
RBA,RB GLOBAL INC,EQUITY,Industrials,Equity,"653,741,871.12","653,741,871.12","6,254,706.00",104.52,Canada,NYSE,USD,1.00,--,0.56,0.56,IJH
RBC,RBC BEARINGS INC,EQUITY,Industrials,Equity,"635,659,481.16","635,659,481.16","1,065,006.00",596.86,United States,NYSE,USD,1.00,--,0.55,0.55,IJH
MKSI,MKS,EQUITY,Information Technology,Equity,"633,333,507.03","633,333,507.03","2,262,471.00",279.93,United States,NASDAQ,USD,1.00,--,0.54,0.54,IJH
ITT,ITT INC,EQUITY,Industrials,Equity,"632,640,153.60","632,640,153.60","2,896,704.00",218.40,United States,NYSE,USD,1.00,--,0.54,0.54,IJH
APG,API GROUP CORP,EQUITY,Industrials,Equity,"629,681,396.40","629,681,396.40","12,924,495.00",48.72,United States,NYSE,USD,1.00,--,0.54,0.54,IJH
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,EQUITY,Information Technology,Equity,"610,767,164.40","610,767,164.40","2,172,930.00",281.08,United States,NASDAQ,USD,1.00,--,0.52,0.53,IJH
SGI,SOMNIGROUP INTERNATIONAL INC,EQUITY,Consumer Discretionary,Equity,"597,730,601.52","597,730,601.52","7,070,388.00",84.54,United States,NYSE,USD,1.00,--,0.51,0.51,IJH
RS,RELIANCE STEEL & ALUMINUM,EQUITY,Materials,Equity,"590,656,488.96","590,656,488.96","1,761,261.00",335.36,United States,NYSE,USD,1.00,--,0.51,0.51,IJH
AA,ALCOA CORP,EQUITY,Materials,Equity,"580,323,027.31","580,323,027.31","8,722,727.00",66.53,United States,NYSE,USD,1.00,--,0.50,0.50,IJH
THC,TENET HEALTHCARE CORP,EQUITY,Health Care,Equity,"566,173,781.06","566,173,781.06","2,960,231.00",191.26,United States,NYSE,USD,1.00,--,0.49,0.49,IJH
JLL,JONES LANG LASALLE INC,EQUITY,Real Estate,Equity,"561,907,017.36","561,907,017.36","1,589,688.00",353.47,United States,NYSE,USD,1.00,--,0.48,0.48,IJH
EWBC,EAST WEST BANCORP INC,EQUITY,Financials,Equity,"551,692,880.39","551,692,880.39","4,632,571.00",119.09,United States,NASDAQ,USD,1.00,--,0.47,0.47,IJH
SNX,TD SYNNEX CORP,EQUITY,Information Technology,Equity,"550,299,298.12","550,299,298.12","2,525,699.00",217.88,United States,NYSE,USD,1.00,--,0.47,0.47,IJH
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,EQUITY,Financials,Equity,"548,077,995.60","548,077,995.60","24,197,704.00",22.65,United States,NYSE,USD,1.00,--,0.47,0.47,IJH
LSCC,LATTICE SEMICONDUCTOR CORP,EQUITY,Information Technology,Equity,"547,495,559.55","547,495,559.55","4,607,385.00",118.83,United States,NASDAQ,USD,1.00,--,0.47,0.47,IJH
WPC,W. P. CAREY REIT INC,EQUITY,Real Estate,Equity,"544,316,750.58","544,316,750.58","7,381,567.00",73.74,United States,NYSE,USD,1.00,--,0.47,0.47,IJH
TLN,TALEN ENERGY CORP,EQUITY,Utilities,Equity,"532,885,483.50","532,885,483.50","1,538,975.00",346.26,United States,NASDAQ,USD,1.00,--,0.46,0.46,IJH
NXT,NEXTPOWER INC CLASS A,EQUITY,Industrials,Equity,"532,571,611.58","532,571,611.58","5,001,142.00",106.49,United States,NASDAQ,USD,1.00,--,0.46,0.46,IJH
WCC,WESCO INTERNATIONAL INC,EQUITY,Industrials,Equity,"525,109,735.20","525,109,735.20","1,626,734.00",322.80,United States,NYSE,USD,1.00,--,0.45,0.45,IJH
WSO,WATSCO INC,EQUITY,Industrials,Equity,"516,444,787.95","516,444,787.95","1,177,995.00",438.41,United States,NYSE,USD,1.00,--,0.44,0.44,IJH
DKS,DICKS SPORTING INC,EQUITY,Consumer Discretionary,Equity,"515,792,469.14","515,792,469.14","2,236,547.00",230.62,United States,NYSE,USD,1.00,--,0.44,0.44,IJH
CLH,CLEAN HARBORS INC,EQUITY,Industrials,Equity,"513,614,085.60","513,614,085.60","1,691,746.00",303.60,United States,NYSE,USD,1.00,--,0.44,0.44,IJH
TRU,TRANSUNION,EQUITY,Industrials,Equity,"503,874,191.75","503,874,191.75","6,480,697.00",77.75,United States,NYSE,USD,1.00,--,0.43,0.43,IJH
OVV,OVINTIV INC,EQUITY,Energy,Equity,"499,908,335.90","499,908,335.90","9,352,822.00",53.45,United States,NYSE,USD,1.00,--,0.43,0.43,IJH
CSL,CARLISLE COMPANIES INC,EQUITY,Industrials,Equity,"498,948,853.05","498,948,853.05","1,373,947.00",363.15,United States,NYSE,USD,1.00,--,0.43,0.43,IJH
PNFP,PINNACLE FINANCIAL PARTNERS INC,EQUITY,Financials,Equity,"498,721,964.34","498,721,964.34","5,069,343.00",98.38,United States,NYSE,USD,1.00,--,0.43,0.43,IJH
ONTO,ONTO INNOVATION INC,EQUITY,Information Technology,Equity,"493,536,254.46","493,536,254.46","1,672,494.00",295.09,United States,NYSE,USD,1.00,--,0.42,0.42,IJH
STRL,STERLING INFRASTRUCTURE INC,EQUITY,Industrials,Equity,"489,316,250.60","489,316,250.60","1,034,714.00",472.90,United States,NASDAQ,USD,1.00,--,0.42,0.42,IJH
PR,PERMIAN RESOURCES CORP CLASS A,EQUITY,Energy,Equity,"488,778,802.40","488,778,802.40","24,937,694.00",19.60,United States,NYSE,USD,1.00,--,0.42,0.42,IJH
GGG,GRACO INC,EQUITY,Industrials,Equity,"486,912,031.86","486,912,031.86","5,584,494.00",87.19,United States,NYSE,USD,1.00,--,0.42,0.42,IJH
PFGC,PERFORMANCE FOOD GROUP,EQUITY,Consumer Staples,Equity,"484,872,423.42","484,872,423.42","5,291,634.00",91.63,United States,NYSE,USD,1.00,--,0.42,0.42,IJH
AEIS,ADVANCED ENERGY INDUSTRIES INC,EQUITY,Information Technology,Equity,"483,390,415.68","483,390,415.68","1,271,344.00",380.22,United States,NASDAQ,USD,1.00,--,0.42,0.42,IJH
LECO,LINCOLN ELECTRIC HOLDINGS INC,EQUITY,Industrials,Equity,"480,917,006.73","480,917,006.73","1,853,459.00",259.47,United States,NASDAQ,USD,1.00,--,0.41,0.41,IJH
RPM,RPM INTERNATIONAL INC,EQUITY,Materials,Equity,"473,337,895.16","473,337,895.16","4,314,053.00",109.72,United States,NYSE,USD,1.00,--,0.41,0.41,IJH
TOL,TOLL BROTHERS INC,EQUITY,Consumer Discretionary,Equity,"470,084,283.24","470,084,283.24","3,191,556.00",147.29,United States,NYSE,USD,1.00,--,0.40,0.40,IJH
RGA,REINSURANCE GROUP OF AMERICA INC,EQUITY,Financials,Equity,"469,751,304.42","469,751,304.42","2,213,511.00",212.22,United States,NYSE,USD,1.00,--,0.40,0.40,IJH
EVR,EVERCORE INC CLASS A,EQUITY,Financials,Equity,"466,757,998.02","466,757,998.02","1,302,738.00",358.29,United States,NYSE,USD,1.00,--,0.40,0.40,IJH
RRX,REGAL REXNORD CORP,EQUITY,Industrials,Equity,"465,126,247.44","465,126,247.44","2,236,614.00",207.96,United States,NYSE,USD,1.00,--,0.40,0.40,IJH
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,EQUITY,Real Estate,Equity,"463,041,653.44","463,041,653.44","9,955,744.00",46.51,United States,NYSE,USD,1.00,--,0.40,0.40,IJH
BLD,TOPBUILD CORP,EQUITY,Consumer Discretionary,Equity,"460,517,103.31","460,517,103.31","940,157.00",489.83,United States,NYSE,USD,1.00,--,0.40,0.40,IJH
FIVE,FIVE BELOW INC,EQUITY,Consumer Discretionary,Equity,"460,226,354.04","460,226,354.04","1,857,924.00",247.71,United States,NASDAQ,USD,1.00,--,0.40,0.40,IJH
RMBS,RAMBUS INC,EQUITY,Information Technology,Equity,"460,029,858.78","460,029,858.78","3,625,994.00",126.87,United States,NASDAQ,USD,1.00,--,0.40,0.40,IJH
CG,CARLYLE GROUP INC,EQUITY,Financials,Equity,"459,321,157.50","459,321,157.50","8,740,650.00",52.55,United States,NASDAQ,USD,1.00,--,0.39,0.40,IJH
RNR,RENAISSANCERE HOLDING LTD,EQUITY,Financials,Equity,"458,190,378.40","458,190,378.40","1,464,803.00",312.80,United States,NYSE,USD,1.00,--,0.39,0.39,IJH
GLPI,GAMING AND LEISURE PROPERTIES REIT,EQUITY,Real Estate,Equity,"453,371,645.00","453,371,645.00","9,532,625.00",47.56,United States,NASDAQ,USD,1.00,--,0.39,0.39,IJH
DTM,DT MIDSTREAM INC,EQUITY,Energy,Equity,"452,570,669.10","452,570,669.10","3,424,674.00",132.15,United States,NYSE,USD,1.00,--,0.39,0.39,IJH
MLI,MUELLER INDUSTRIES INC,EQUITY,Industrials,Equity,"452,089,228.50","452,089,228.50","3,739,365.00",120.90,United States,NYSE,USD,1.00,--,0.39,0.39,IJH
NBIX,NEUROCRINE BIOSCIENCES INC,EQUITY,Health Care,Equity,"444,848,153.58","444,848,153.58","3,380,562.00",131.59,United States,NASDAQ,USD,1.00,--,0.38,0.38,IJH
ROIV,ROIVANT SCIENCES LTD,EQUITY,Health Care,Equity,"441,653,110.68","441,653,110.68","15,187,521.00",29.08,United States,NASDAQ,USD,1.00,--,0.38,0.38,IJH
TTMI,TTM TECHNOLOGIES INC,EQUITY,Information Technology,Equity,"437,890,889.13","437,890,889.13","3,480,573.00",125.81,United States,NASDAQ,USD,1.00,--,0.38,0.38,IJH
ALLY,ALLY FINANCIAL INC,EQUITY,Financials,Equity,"437,805,577.20","437,805,577.20","9,455,844.00",46.30,United States,NYSE,USD,1.00,--,0.38,0.38,IJH
NYT,NEW YORK TIMES CLASS A,EQUITY,Communication,Equity,"437,223,536.10","437,223,536.10","5,442,165.00",80.34,United States,NYSE,USD,1.00,--,0.38,0.38,IJH
HL,HECLA MINING,EQUITY,Materials,Equity,"436,301,489.30","436,301,489.30","22,571,210.00",19.33,United States,NYSE,USD,1.00,--,0.37,0.38,IJH
PEN,PENUMBRA INC,EQUITY,Health Care,Equity,"435,675,167.19","435,675,167.19","1,321,389.00",329.71,United States,NYSE,USD,1.00,--,0.37,0.37,IJH
SOLS,SOLSTICE ADVANCED MATERIALS INC,EQUITY,Materials,Equity,"435,258,905.40","435,258,905.40","5,347,161.00",81.40,United States,NASDAQ,USD,1.00,--,0.37,0.37,IJH
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,EQUITY,Industrials,Equity,"434,230,383.19","434,230,383.19","6,218,393.00",69.83,United States,NASDAQ,USD,1.00,--,0.37,0.37,IJH
FNF,FIDELITY NATIONAL FINANCIAL INC,EQUITY,Financials,Equity,"432,455,062.68","432,455,062.68","8,577,054.00",50.42,United States,NYSE,USD,1.00,--,0.37,0.37,IJH
OKTA,OKTA INC CLASS A,EQUITY,Information Technology,Equity,"432,433,155.60","432,433,155.60","5,707,935.00",75.76,United States,NASDAQ,USD,1.00,--,0.37,0.37,IJH
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,EQUITY,Real Estate,Equity,"430,979,422.02","430,979,422.02","6,529,002.00",66.01,United States,NYSE,USD,1.00,--,0.37,0.37,IJH
XTSLA,BLK CSH FND TREASURY SL AGENCY,STIF,Cash and/or Derivatives,Money Market,"425,005,919.51","143,258,954.95","425,005,920.00",1.00,United States,--,USD,1.00,--,0.12,0.37,IJH
SF,STIFEL FINANCIAL CORP,EQUITY,Financials,Equity,"419,454,756.00","419,454,756.00","5,136,600.00",81.66,United States,NYSE,USD,1.00,--,0.36,0.36,IJH
JAZZ,JAZZ PHARMACEUTICALS PLC,EQUITY,Health Care,Equity,"414,144,048.00","414,144,048.00","2,044,550.00",202.56,United States,NASDAQ,USD,1.00,--,0.36,0.36,IJH
DY,DYCOM INDUSTRIES INC,EQUITY,Industrials,Equity,"414,105,777.24","414,105,777.24","1,009,374.00",410.26,United States,NYSE,USD,1.00,--,0.36,0.36,IJH
BJ,BJS WHOLESALE CLUB HOLDINGS INC,EQUITY,Consumer Staples,Equity,"412,139,433.87","412,139,433.87","4,407,437.00",93.51,United States,NYSE,USD,1.00,--,0.35,0.35,IJH
GWRE,GUIDEWIRE SOFTWARE INC,EQUITY,Information Technology,Equity,"409,509,529.00","409,509,529.00","2,863,703.00",143.00,United States,NYSE,USD,1.00,--,0.35,0.35,IJH
PINS,PINTEREST INC CLASS A,EQUITY,Communication,Equity,"407,024,762.88","407,024,762.88","19,720,192.00",20.64,United States,NYSE,USD,1.00,--,0.35,0.35,IJH
UNM,UNUM,EQUITY,Financials,Equity,"406,831,788.60","406,831,788.60","5,134,820.00",79.23,United States,NYSE,USD,1.00,--,0.35,0.35,IJH
FHN,FIRST HORIZON CORP,EQUITY,Financials,Equity,"404,915,348.22","404,915,348.22","16,333,818.00",24.79,United States,NYSE,USD,1.00,--,0.35,0.35,IJH
ARMK,ARAMARK,EQUITY,Consumer Discretionary,Equity,"403,705,600.80","403,705,600.80","8,853,193.00",45.60,United States,NYSE,USD,1.00,--,0.35,0.35,IJH
SAIA,SAIA INC,EQUITY,Industrials,Equity,"400,554,841.53","400,554,841.53","897,441.00",446.33,United States,NASDAQ,USD,1.00,--,0.34,0.34,IJH
MEDP,MEDPACE HOLDINGS INC,EQUITY,Health Care,Equity,"399,095,326.52","399,095,326.52","755,233.00",528.44,United States,NASDAQ,USD,1.00,--,0.34,0.34,IJH
WBS,WEBSTER FINANCIAL CORP,EQUITY,Financials,Equity,"396,665,225.55","396,665,225.55","5,430,051.00",73.05,United States,NYSE,USD,1.00,--,0.34,0.34,IJH
ELAN,ELANCO ANIMAL HEALTH INC,EQUITY,Health Care,Equity,"396,307,888.00","396,307,888.00","16,735,975.00",23.68,United States,NYSE,USD,1.00,--,0.34,0.34,IJH
LAMR,LAMAR ADVERTISING COMPANY CLAS,EQUITY,Real Estate,Equity,"395,517,484.44","395,517,484.44","2,925,858.00",135.18,United States,NASDAQ,USD,1.00,--,0.34,0.34,IJH
CCK,CROWN HOLDINGS INC,EQUITY,Materials,Equity,"393,490,739.16","393,490,739.16","3,775,578.00",104.22,United States,NYSE,USD,1.00,--,0.34,0.34,IJH
SITM,SITIME CORP,EQUITY,Information Technology,Equity,"392,947,063.70","392,947,063.70","744,077.00",528.10,United States,NASDAQ,USD,1.00,--,0.34,0.34,IJH
SCI,SERVICE,EQUITY,Consumer Discretionary,Equity,"391,150,777.95","391,150,777.95","4,689,495.00",83.41,United States,NYSE,USD,1.00,--,0.34,0.34,IJH
BWA,BORGWARNER INC,EQUITY,Consumer Discretionary,Equity,"388,664,753.91","388,664,753.91","6,974,067.00",55.73,United States,NYSE,USD,1.00,--,0.33,0.33,IJH
CACI,CACI INTERNATIONAL INC CLASS A,EQUITY,Industrials,Equity,"388,355,343.32","388,355,343.32","743,876.00",522.07,United States,NYSE,USD,1.00,--,0.33,0.33,IJH
ENSG,ENSIGN GROUP INC,EQUITY,Health Care,Equity,"383,779,199.70","383,779,199.70","1,942,694.00",197.55,United States,NASDAQ,USD,1.00,--,0.33,0.33,IJH
EXEL,EXELIXIS INC,EQUITY,Health Care,Equity,"381,492,997.13","381,492,997.13","8,747,833.00",43.61,United States,NASDAQ,USD,1.00,--,0.33,0.33,IJH
WTRG,ESSENTIAL UTILITIES INC,EQUITY,Utilities,Equity,"379,260,533.66","379,260,533.66","9,531,554.00",39.79,United States,NYSE,USD,1.00,--,0.33,0.33,IJH
ACM,AECOM,EQUITY,Industrials,Equity,"376,438,939.04","376,438,939.04","4,354,916.00",86.44,United States,NYSE,USD,1.00,--,0.32,0.32,IJH
WMS,ADVANCED DRAINAGE SYSTEMS INC,EQUITY,Industrials,Equity,"375,743,315.52","375,743,315.52","2,413,872.00",155.66,United States,NYSE,USD,1.00,--,0.32,0.32,IJH
